,Labels,TimeStamps
0,['Offset PassivePresentStart'],1706283445.131767
1,['Onset Movie'],1706283450.8316534
2,['Offset Movie'],1706283657.8324356
3,['Onset PassivePresentEnd'],1706283657.8493114
4,['Offset PassivePresentEnd'],1706283658.2828288
