sectionname,starttime,endtime,duration
PassivePresentStart,0.039608001708984375,14.424699068069458,14.385091066360474
Movie,20.124925136566162,227.12724900245667,207.0023238658905
PassivePresentEnd,227.14418005943298,227.57752799987793,0.4333479404449463
