sectionname,starttime,endtime,duration,responsetime,delta
CheckerboardStart,0.05114483833312988,10.574123859405518,10.522979021072388,,
Block1Off,28.22451686859131,48.22581100463867,20.001294136047363,,
Block1On,48.256656885147095,68.25705194473267,20.00039505958557,,
Block2Off,68.29293298721313,88.2932858467102,20.00035285949707,,
Block2On,88.32395601272583,108.32474684715271,20.00079083442688,,
Block3Off,108.35801982879639,128.35908699035645,20.00106716156006,,
Block3On,128.39186096191406,148.3938717842102,20.002010822296143,,
CheckerboardEnd,148.4280149936676,152.02699995040894,3.598984956741333,,
