sectionname,starttime,endtime,duration,responsetime,delta,condition,response,accuracy
Stim2_195,430.2654881477356,430.9532699584961,0.687781810760498,430.9532699584961,0.687781810760498,right-neut,right,1
Stim2_196,430.9866759777069,431.4989221096039,0.5122461318969727,,,,,
Stim2_197,431.53216910362244,432.18236899375916,0.6501998901367188,432.18236899375916,0.6501998901367188,left-neut,left,1
Stim2_198,432.2155270576477,432.71557092666626,0.5000438690185547,,,,,
Stim2_199,432.74886298179626,433.3199360370636,0.571073055267334,433.3199360370636,0.571073055267334,left-neut,left,1
Stim2_200,433.35343313217163,433.86551809310913,0.5120849609375,,,,,
Stim2_201,433.8990421295166,434.532350063324,0.633307933807373,434.532350063324,0.633307933807373,left-inc,left,1
Stim2_202,434.5655391216278,435.06562399864197,0.5000848770141602,,,,,
Stim2_203,435.09891295433044,435.6989130973816,0.6000001430511475,435.6989130973816,0.6000001430511475,left-neut,left,1
Stim2_204,435.73226404190063,436.23229598999023,0.5000319480895996,,,,,
Stim2_205,436.2655601501465,436.99891901016235,0.7333588600158691,436.99891901016235,0.7333588600158691,left-con,left,1
Stim2_206,437.0323040485382,437.53667402267456,0.5043699741363525,,,,,
Stim2_207,437.57000207901,438.24897503852844,0.6789729595184326,438.24897503852844,0.6789729595184326,left-neut,left,1
Stim2_208,438.2822949886322,438.78243494033813,0.5001399517059326,,,,,
Stim2_209,438.81561613082886,439.2826089859009,0.4669928550720215,439.2826089859009,0.4669928550720215,right-neut,right,1
Stim2_210,439.31593894958496,439.8200161457062,0.5040771961212158,,,,,
Stim2_211,439.8531160354614,440.78245306015015,0.9293370246887207,440.78245306015015,0.9293370246887207,right-con,right,1
Stim2_212,440.81563210487366,441.31567096710205,0.5000388622283936,,,,,
Stim2_213,441.3489589691162,441.93693113327026,0.5879721641540527,441.93693113327026,0.5879721641540527,left-con,left,1
Stim2_214,441.9702310562134,442.4824249744415,0.5121939182281494,,,,,
Stim2_215,442.51561999320984,443.0656909942627,0.5500710010528564,443.0656909942627,0.5500710010528564,left-neut,left,1
Stim2_216,443.0990309715271,443.59906005859375,0.5000290870666504,,,,,
Stim2_217,443.6323411464691,444.35347294807434,0.7211318016052246,444.35347294807434,0.7211318016052246,left-neut,left,1
Stim2_218,444.386745929718,444.8990969657898,0.5123510360717773,,,,,
Stim2_219,444.9325611591339,445.74938797950745,0.8168268203735352,445.74938797950745,0.8168268203735352,left-inc,left,1
Stim2_220,445.7824709415436,446.2991211414337,0.5166501998901367,,,,,
Stim2_221,446.3325459957123,446.99921798706055,0.6666719913482666,446.99921798706055,0.6666719913482666,left-inc,left,1
Stim2_222,447.0323989391327,447.5324339866638,0.5000350475311279,,,,,
Stim2_223,447.56587195396423,448.4325671195984,0.8666951656341553,448.4325671195984,0.8666951656341553,right-inc,right,1
Stim2_224,448.46573996543884,448.9659070968628,0.5001671314239502,,,,,
Stim2_225,448.9992320537567,449.61588501930237,0.6166529655456543,449.61588501930237,0.6166529655456543,right-inc,right,1
Stim2_226,449.64912509918213,450.1491620540619,0.5000369548797607,,,,,
Stim2_227,450.18246507644653,450.7661499977112,0.5836849212646484,450.7661499977112,0.5836849212646484,right-con,right,1
Stim2_228,450.8037419319153,451.3158049583435,0.5120630264282227,,,,,
Stim2_229,451.3492569923401,452.04925298690796,0.6999959945678711,452.04925298690796,0.6999959945678711,right-inc,right,1
Stim2_230,452.0824670791626,452.5824890136719,0.5000219345092773,,,,,
Stim2_231,452.615935087204,453.4326419830322,0.8167068958282471,453.4326419830322,0.8167068958282471,left-inc,left,1
Stim2_232,453.4658451080322,453.9825930595398,0.5167479515075684,,,,,
Stim2_233,454.01579213142395,454.64916014671326,0.6333680152893066,454.64916014671326,0.6333680152893066,right-con,right,1
Stim2_234,454.6825211048126,455.1826820373535,0.5001609325408936,,,,,
Stim2_235,455.2199261188507,455.8491859436035,0.6292598247528076,455.8491859436035,0.6292598247528076,left-con,left,1
Stim2_236,455.8825161457062,456.3825719356537,0.5000557899475098,,,,,
Stim2_237,456.41596698760986,457.0658669471741,0.649899959564209,457.0658669471741,0.649899959564209,right-neut,right,1
Stim2_238,457.0992109775543,457.60369515419006,0.5044841766357422,,,,,
Stim2_239,457.63707208633423,458.2658770084381,0.6288049221038818,458.2658770084381,0.6288049221038818,left-neut,left,1
Stim2_0,458.299241065979,458.79927015304565,0.5000290870666504,,,,,
Break2_0,458.83183693885803,466.6865379810333,7.854701042175293,466.6865379810333,7.854701042175293,,space,
Stim3_1,466.72068214416504,467.7160050868988,0.9953229427337646,467.7160050868988,0.9953229427337646,right-con,right,1
Stim3_2,467.7493460178375,468.24935507774353,0.5000090599060059,,,,,
Stim3_3,468.28267097473145,468.8204391002655,0.5377681255340576,468.8204391002655,0.5377681255340576,left-neut,left,1
Stim3_4,468.8537299633026,469.36607599258423,0.5123460292816162,,,,,
Stim3_5,469.399542093277,470.11618399620056,0.716641902923584,470.11618399620056,0.716641902923584,left-inc,left,1
Stim3_6,470.14939403533936,470.6495621204376,0.5001680850982666,,,,,
Stim3_7,470.68285393714905,471.2995891571045,0.6167352199554443,471.2995891571045,0.6167352199554443,right-inc,right,1
Stim3_8,471.33274602890015,471.83278799057007,0.5000419616699219,,,,,
Stim3_9,471.8660521507263,472.53272008895874,0.6666679382324219,472.53272008895874,0.6666679382324219,right-con,right,1
Stim3_10,472.5660879611969,473.0705101490021,0.5044221878051758,,,,,
Stim3_11,473.10385298728943,473.76624512672424,0.6623921394348145,473.76624512672424,0.6623921394348145,right-con,right,1
Stim3_12,473.799467086792,474.3161311149597,0.5166640281677246,,,,,
Stim3_13,474.34941506385803,474.84944200515747,0.5000269412994385,474.84944200515747,0.5000269412994385,right-con,right,1
Stim3_14,474.88274002075195,475.3872780799866,0.5045380592346191,,,,,
Stim3_15,475.420508146286,476.066143989563,0.6456358432769775,476.066143989563,0.6456358432769775,left-con,left,1
Stim3_16,476.09945607185364,476.59949493408203,0.5000388622283936,,,,,
Stim3_17,476.63312792778015,477.3497841358185,0.7166562080383301,477.3497841358185,0.7166562080383301,left-inc,left,1
Stim3_18,477.38280296325684,477.88286113739014,0.5000581741333008,,,,,
Stim3_19,477.9161069393158,478.5161499977112,0.6000430583953857,478.5161499977112,0.6000430583953857,left-con,left,1
Stim3_20,478.54949402809143,479.0494980812073,0.5000040531158447,,,,,
Stim3_21,479.0827741622925,479.6161720752716,0.533397912979126,479.6161720752716,0.533397912979126,right-con,right,1
Stim3_22,479.65413093566895,480.1662061214447,0.5120751857757568,,,,,
Stim3_23,480.1996359825134,480.8163249492645,0.6166889667510986,480.8163249492645,0.6166889667510986,left-inc,left,1
Stim3_24,480.8496780395508,481.36622500419617,0.5165469646453857,,,,,
Stim3_25,481.3994951248169,481.98744106292725,0.5879459381103516,481.98744106292725,0.5879459381103516,right-con,right,1
Stim3_26,482.0207450389862,482.5331361293793,0.5123910903930664,,,,,
Stim3_27,482.5661971569061,483.1330440044403,0.5668468475341797,483.1330440044403,0.5668468475341797,left-con,left,1
Stim3_28,483.16621112823486,483.6662609577179,0.5000498294830322,,,,,
Stim3_29,483.6995210647583,484.28752398490906,0.5880029201507568,484.28752398490906,0.5880029201507568,right-con,right,1
Stim3_30,484.32077193260193,484.8329350948334,0.5121631622314453,,,,,
Stim3_31,484.8662450313568,485.43303394317627,0.566788911819458,485.43303394317627,0.566788911819458,left-neut,left,1
Stim3_32,485.46625208854675,485.96630811691284,0.5000560283660889,,,,,
Stim3_33,485.9995620250702,486.5541341304779,0.5545721054077148,486.5541341304779,0.5545721054077148,right-con,right,1
Stim3_34,486.5875539779663,487.0996379852295,0.5120840072631836,,,,,
Stim3_35,487.13293504714966,487.64961194992065,0.5166769027709961,487.64961194992065,0.5166769027709961,left-neut,left,1
Stim3_36,487.68294501304626,488.1830451488495,0.5001001358032227,,,,,
Stim3_37,488.2164261341095,489.0331380367279,0.8167119026184082,489.0331380367279,0.8167119026184082,left-inc,left,1
Stim3_38,489.06663513183594,489.5830171108246,0.5163819789886475,,,,,
Stim3_39,489.6164450645447,490.08297300338745,0.46652793884277344,490.08297300338745,0.46652793884277344,right-con,right,1
Stim3_40,490.1165249347687,490.63301515579224,0.5164902210235596,,,,,
Stim3_41,490.6662709712982,491.3163170814514,0.6500461101531982,491.3163170814514,0.6500461101531982,right-con,right,1
Stim3_42,491.3498110771179,491.8664240837097,0.5166130065917969,,,,,
Stim3_43,491.899817943573,492.5665121078491,0.666694164276123,492.5665121078491,0.666694164276123,left-inc,left,1
Stim3_44,492.59984016418457,493.10406708717346,0.5042269229888916,,,,,
Stim3_45,493.1373989582062,493.8163869380951,0.678987979888916,493.8163869380951,0.678987979888916,left-neut,left,1
Stim3_46,493.8497109413147,494.34972405433655,0.5000131130218506,,,,,
Stim3_47,494.383043050766,495.0330650806427,0.650022029876709,495.0330650806427,0.650022029876709,left-neut,left,1
Stim3_48,495.0664019584656,495.571053981781,0.5046520233154297,,,,,
Stim3_49,495.59970593452454,496.1165280342102,0.516822099685669,496.1165280342102,0.516822099685669,right-neut,right,1
Stim3_50,496.1497390270233,496.6497700214386,0.5000309944152832,,,,,
Stim3_51,496.68323016166687,497.4545090198517,0.7712788581848145,497.4545090198517,0.7712788581848145,right-inc,right,1
Stim3_52,497.4876389503479,497.99977111816406,0.5121321678161621,,,,,
Stim3_53,498.03320598602295,498.59992003440857,0.5667140483856201,498.59992003440857,0.5667140483856201,right-inc,right,1
Stim3_54,498.6330919265747,499.13314414024353,0.5000522136688232,,,,,
Stim3_55,499.16657614707947,499.8211181163788,0.6545419692993164,499.8211181163788,0.6545419692993164,right-con,right,1
Stim3_56,499.85442996025085,500.36650800704956,0.512078046798706,,,,,
Stim3_57,500.3999180793762,501.06659412384033,0.6666760444641113,501.06659412384033,0.6666760444641113,left-con,left,1
Stim3_58,501.09979796409607,501.5998270511627,0.5000290870666504,,,,,
Stim3_59,501.63309812545776,502.44979596138,0.8166978359222412,502.44979596138,0.8166978359222412,right-con,right,1
Stim3_60,502.4831681251526,502.9831690788269,0.5000009536743164,,,,,
Stim3_61,503.0164451599121,503.6331660747528,0.6167209148406982,503.6331660747528,0.6167209148406982,left-con,left,1
Stim3_62,503.6665070056915,504.1709129810333,0.5044059753417969,,,,,
Stim3_63,504.20418095588684,504.8331711292267,0.6289901733398438,504.8331711292267,0.6289901733398438,left-con,left,1
Stim3_64,504.86652994155884,505.3665690422058,0.5000391006469727,,,,,
Stim3_65,505.3998489379883,506.0666091442108,0.6667602062225342,506.0666091442108,0.6667602062225342,left-neut,left,1
Stim3_66,506.09988594055176,506.60403394699097,0.504148006439209,,,,,
Stim3_67,506.637540102005,507.18320512771606,0.5456650257110596,507.18320512771606,0.5456650257110596,left-con,left,1
Stim3_68,507.2165369987488,507.7165620326996,0.5000250339508057,,,,,
Stim3_69,507.7500340938568,508.5048711299896,0.7548370361328125,508.5048711299896,0.7548370361328125,left-inc,left,1
Stim3_70,508.53781604766846,509.04994010925293,0.5121240615844727,,,,,
Stim3_71,509.0832281112671,509.91659903526306,0.8333709239959717,509.91659903526306,0.8333709239959717,right-neut,right,1
Stim3_72,509.94993901252747,510.4499499797821,0.5000109672546387,,,,,
Stim3_73,510.4832479953766,511.1043519973755,0.6211040019989014,511.1043519973755,0.6211040019989014,left-neut,left,1
Stim3_74,511.13406896591187,511.650151014328,0.5160820484161377,,,,,
Stim3_75,511.68323016166687,512.5499911308289,0.8667609691619873,512.5499911308289,0.8667609691619873,left-con,left,1
Stim3_76,512.5832920074463,513.0877330303192,0.5044410228729248,,,,,
Stim3_77,513.1209840774536,513.7833020687103,0.6623179912567139,513.7833020687103,0.6623179912567139,right-neut,right,1
Stim3_78,513.8166151046753,514.3166620731354,0.500046968460083,,,,,
Stim3_79,514.3501100540161,515.3713369369507,1.0212268829345703,515.3713369369507,1.0212268829345703,left-inc,left,1
Stim3_80,515.4045169353485,515.9166820049286,0.5121650695800781,,,,,
Stim3_81,515.9502639770508,516.7668559551239,0.8165919780731201,516.7668559551239,0.8165919780731201,right-inc,right,1
Stim3_82,516.8001019954681,517.3166799545288,0.516577959060669,,,,,
Stim3_83,517.3501329421997,518.1002089977264,0.7500760555267334,518.1002089977264,0.7500760555267334,right-inc,right,1
Stim3_84,518.1333949565887,518.6334021091461,0.500007152557373,,,,,
Stim3_85,518.6666910648346,519.3167369365692,0.6500458717346191,519.3167369365692,0.6500458717346191,right-neut,right,1
Stim3_86,519.3500361442566,519.8544211387634,0.5043849945068359,,,,,
Stim3_87,519.8877379894257,520.4168691635132,0.5291311740875244,520.4168691635132,0.5291311740875244,right-neut,right,1
Stim3_88,520.4500341415405,520.9500889778137,0.5000548362731934,,,,,
Stim3_89,520.9834859371185,521.766900062561,0.7834141254425049,521.766900062561,0.7834141254425049,right-inc,right,1
Stim3_90,521.8000950813293,522.3044691085815,0.5043740272521973,,,,,
Stim3_91,522.3377380371094,523.000116109848,0.6623780727386475,523.000116109848,0.6623780727386475,right-con,right,1
Stim3_92,523.0336389541626,523.5501761436462,0.5165371894836426,,,,,
Stim3_93,523.5837140083313,524.2878029346466,0.7040889263153076,524.2878029346466,0.7040889263153076,left-neut,left,1
Stim3_94,524.3211469650269,524.8335149288177,0.5123679637908936,,,,,
Stim3_95,524.8669500350952,525.5836229324341,0.7166728973388672,525.5836229324341,0.7166728973388672,right-inc,right,1
Stim3_96,525.6168019771576,526.1168451309204,0.5000431537628174,,,,,
Stim3_97,526.1501591205597,526.6878070831299,0.5376479625701904,526.6878070831299,0.5376479625701904,left-neut,left,1
Stim3_98,526.7211599349976,527.2335340976715,0.5123741626739502,,,,,
Stim3_99,527.2668120861053,527.8501329421997,0.5833208560943604,527.8501329421997,0.5833208560943604,left-con,left,1
Stim3_100,527.8836181163788,528.4002180099487,0.5165998935699463,,,,,
Stim3_101,528.4334599971771,529.0209169387817,0.5874569416046143,529.0209169387817,0.5874569416046143,left-con,left,1
Stim3_102,529.0548009872437,529.5669441223145,0.5121431350708008,,,,,
Stim3_103,529.6006000041962,530.2503559589386,0.6497559547424316,530.2503559589386,0.6497559547424316,right-inc,right,1
Stim3_104,530.2835719585419,530.783714056015,0.5001420974731445,,,,,
Stim3_105,530.8168389797211,531.6003551483154,0.7835161685943604,531.6003551483154,0.7835161685943604,left-neut,left,1
Stim3_106,531.6335530281067,532.1335649490356,0.5000119209289551,,,,,
Stim3_107,532.1668779850006,532.9835760593414,0.8166980743408203,532.9835760593414,0.8166980743408203,left-neut,left,1
Stim3_108,533.0170700550079,533.5215711593628,0.5045011043548584,,,,,
Stim3_109,533.5504040718079,534.2337160110474,0.683311939239502,534.2337160110474,0.683311939239502,left-inc,left,1
Stim3_110,534.2669031620026,534.7669370174408,0.5000338554382324,,,,,
Stim3_111,534.8002209663391,535.4879860877991,0.6877651214599609,535.4879860877991,0.6877651214599609,right-neut,right,1
Stim3_112,535.5212941169739,536.0336260795593,0.5123319625854492,,,,,
Stim3_113,536.0670900344849,536.75040102005,0.6833109855651855,536.75040102005,0.6833109855651855,right-inc,right,1
Stim3_114,536.7835919857025,537.2836239337921,0.5000319480895996,,,,,
Stim3_115,537.3169519901276,537.8379809856415,0.521028995513916,537.8379809856415,0.521028995513916,right-neut,right,1
Stim3_116,537.8713359832764,538.3836500644684,0.5123140811920166,,,,,
Stim3_117,538.416965007782,539.0169401168823,0.5999751091003418,539.0169401168823,0.5999751091003418,right-neut,right,1
Stim3_118,539.0502989292145,539.5503330230713,0.5000340938568115,,,,,
Stim3_119,539.5837709903717,540.3171479701996,0.7333769798278809,540.3171479701996,0.7333769798278809,right-inc,right,1
Stim3_120,540.3503460884094,540.8505420684814,0.5001959800720215,,,,,
Stim3_121,540.8836081027985,541.5171761512756,0.6335680484771729,541.5171761512756,0.6335680484771729,left-neut,left,1
Stim3_122,541.550311088562,542.0547270774841,0.5044159889221191,,,,,
Stim3_123,542.0880761146545,542.6337080001831,0.5456318855285645,542.6337080001831,0.5456318855285645,right-neut,right,1
Stim3_124,542.6670279502869,543.1670470237732,0.5000190734863281,,,,,
Stim3_125,543.2003381252289,543.7503550052643,0.5500168800354004,543.7503550052643,0.5500168800354004,left-neut,left,1
Stim3_126,543.7836899757385,544.2882039546967,0.5045139789581299,,,,,
Stim3_127,544.3213760852814,544.8837151527405,0.5623390674591064,544.8837151527405,0.5623390674591064,right-neut,right,1
Stim3_128,544.9170761108398,545.4171011447906,0.5000250339508057,,,,,
Stim3_129,545.4503509998322,546.1170451641083,0.666694164276123,546.1170451641083,0.666694164276123,right-con,right,1
Stim3_130,546.1504030227661,546.6550431251526,0.5046401023864746,,,,,
Stim3_131,546.6880481243134,547.200394153595,0.5123460292816162,547.200394153595,0.5123460292816162,right-con,right,1
Stim3_132,547.23375415802,547.7337930202484,0.5000388622283936,,,,,
Stim3_133,547.7670769691467,548.5504159927368,0.7833390235900879,548.5504159927368,0.7833390235900879,left-con,left,1
Stim3_134,548.583790063858,549.0842339992523,0.5004439353942871,,,,,
Stim3_135,549.1170561313629,549.6838340759277,0.5667779445648193,549.6838340759277,0.5667779445648193,left-con,left,1
Stim3_136,549.7171061038971,550.2171339988708,0.5000278949737549,,,,,
Stim3_137,550.2505950927734,551.1051700115204,0.8545749187469482,551.1051700115204,0.8545749187469482,left-inc,left,1
Stim3_138,551.1379399299622,551.6505060195923,0.512566089630127,,,,,
Stim3_139,551.6839480400085,552.4673180580139,0.7833700180053711,552.4673180580139,0.7833700180053711,left-inc,left,1
Stim3_140,552.5006639957428,553.0171880722046,0.516524076461792,,,,,
Stim3_141,553.0507781505585,553.7173049449921,0.6665267944335938,553.7173049449921,0.6665267944335938,right-neut,right,1
Stim3_142,553.7505040168762,554.2505071163177,0.5000030994415283,,,,,
Stim3_143,554.2837870121002,554.8005011081696,0.5167140960693359,554.8005011081696,0.5167140960693359,left-con,left,1
Stim3_144,554.8338530063629,555.3380200862885,0.5041670799255371,,,,,
Stim3_145,555.3717410564423,555.9175479412079,0.545806884765625,555.9175479412079,0.545806884765625,right-inc,right,1
Stim3_146,555.9505519866943,556.4505641460419,0.5000121593475342,,,,,
Stim3_147,556.4839870929718,557.0171880722046,0.5332009792327881,557.0171880722046,0.5332009792327881,left-con,left,1
Stim3_148,557.0505321025848,557.5551280975342,0.5045959949493408,,,,,
Stim3_149,557.5882451534271,558.4005661010742,0.8123209476470947,558.4005661010742,0.8123209476470947,left-neut,left,1
Stim3_150,558.4339179992676,558.9339420795441,0.5000240802764893,,,,,
Stim3_151,558.9675581455231,559.7174201011658,0.7498619556427002,559.7174201011658,0.7498619556427002,right-inc,right,1
Stim3_152,559.7507350444794,560.2673299312592,0.5165948867797852,,,,,
Stim3_153,560.3007640838623,560.867406129837,0.5666420459747314,560.867406129837,0.5666420459747314,right-con,right,1
Stim3_154,560.9006111621857,561.4006471633911,0.5000360012054443,,,,,
Stim3_155,561.4339170455933,561.9006171226501,0.46670007705688477,561.9006171226501,0.46670007705688477,right-neut,right,1
Stim3_156,561.9341089725494,562.4506220817566,0.5165131092071533,,,,,
Stim3_157,562.4839141368866,562.9672751426697,0.48336100578308105,562.9672751426697,0.48336100578308105,right-con,right,1
Stim3_158,563.0006220340729,563.5006229877472,0.5000009536743164,,,,,
Stim3_159,563.5340909957886,564.2387411594391,0.7046501636505127,564.2387411594391,0.7046501636505127,left-inc,left,1
Stim3_160,564.2718739509583,564.7839860916138,0.5121121406555176,,,,,
Stim3_161,564.817321062088,565.2839879989624,0.46666693687438965,565.2839879989624,0.46666693687438965,right-neut,right,1
Stim3_162,565.3173010349274,565.8173789978027,0.5000779628753662,,,,,
Stim3_163,565.85093998909,566.3673360347748,0.5163960456848145,566.3673360347748,0.5163960456848145,right-neut,right,1
Stim3_164,566.4008159637451,566.9052419662476,0.5044260025024414,,,,,
Stim3_165,566.9386019706726,567.684201002121,0.7455990314483643,567.684201002121,0.7455990314483643,right-inc,right,1
Stim3_166,567.7173850536346,568.2340791225433,0.5166940689086914,,,,,
Stim3_167,568.2673461437225,568.9220449924469,0.6546988487243652,568.9220449924469,0.6546988487243652,left-con,left,1
Stim3_168,568.9552540779114,569.4675390720367,0.5122849941253662,,,,,
Stim3_169,569.5008580684662,570.1342351436615,0.6333770751953125,570.1342351436615,0.6333770751953125,right-inc,right,1
Stim3_170,570.1674189567566,570.6674320697784,0.5000131130218506,,,,,
Stim3_171,570.7007160186768,571.2217540740967,0.5210380554199219,571.2217540740967,0.5210380554199219,left-neut,left,1
Stim3_172,571.2550971508026,571.7676019668579,0.5125048160552979,,,,,
Stim3_173,571.8007521629333,572.3174259662628,0.5166738033294678,572.3174259662628,0.5166738033294678,right-con,right,1
Stim3_174,572.3507709503174,572.8508050441742,0.5000340938568115,,,,,
Stim3_175,572.884094953537,573.4052259922028,0.5211310386657715,573.4052259922028,0.5211310386657715,left-neut,left,1
Stim3_176,573.4384729862213,573.950798034668,0.5123250484466553,,,,,
Stim3_177,573.9841101169586,574.4341011047363,0.44999098777770996,574.4341011047363,0.44999098777770996,right-neut,right,1
Stim3_178,574.4674260616302,574.9675040245056,0.5000779628753662,,,,,
Stim3_179,575.0007910728455,575.5009779930115,0.5001869201660156,575.5009779930115,0.5001869201660156,right-neut,right,1
Stim3_180,575.5385010242462,576.0508370399475,0.512336015701294,,,,,
Stim3_181,576.0841600894928,576.6674830913544,0.5833230018615723,576.6674830913544,0.5833230018615723,left-neut,left,1
Stim3_182,576.7008399963379,577.2008471488953,0.500007152557373,,,,,
Stim3_183,577.2343349456787,577.8889260292053,0.6545910835266113,577.8889260292053,0.6545910835266113,right-inc,right,1
Stim3_184,577.9220311641693,578.4342300891876,0.5121989250183105,,,,,
Stim3_185,578.4676620960236,579.2676570415497,0.799994945526123,579.2676570415497,0.799994945526123,left-inc,left,1
Stim3_186,579.3008329868317,579.8008720874786,0.5000391006469727,,,,,
Stim3_187,579.8343241214752,580.5843710899353,0.750046968460083,580.5843710899353,0.750046968460083,right-inc,right,1
Stim3_188,580.6175291538239,581.117681980133,0.5001528263092041,,,,,
Stim3_189,581.1510510444641,582.0010211467743,0.8499701023101807,582.0010211467743,0.8499701023101807,left-inc,left,1
Stim3_190,582.0342309474945,582.538605928421,0.5043749809265137,,,,,
Stim3_191,582.5722990036011,583.2677471637726,0.6954481601715088,583.2677471637726,0.6954481601715088,right-inc,right,1
Stim3_192,583.3011300563812,583.8176410198212,0.5165109634399414,,,,,
Stim3_193,583.8508720397949,584.3843071460724,0.5334351062774658,584.3843071460724,0.5334351062774658,left-neut,left,1
Stim3_194,584.4217031002045,584.9342761039734,0.5125730037689209,,,,,
Stim3_195,584.9677391052246,585.6344239711761,0.6666848659515381,585.6344239711761,0.6666848659515381,right-inc,right,1
Stim3_196,585.6677191257477,586.1677889823914,0.5000698566436768,,,,,
Stim3_197,586.2010970115662,586.8889560699463,0.687859058380127,586.8889560699463,0.687859058380127,left-inc,left,1
Stim3_198,586.9221379756927,587.4343030452728,0.5121650695800781,,,,,
Stim3_199,587.4675569534302,588.1842629909515,0.7167060375213623,588.1842629909515,0.7167060375213623,left-con,left,1
Stim3_200,588.2176730632782,588.734307050705,0.5166339874267578,,,,,
Stim3_201,588.7676270008087,589.3009610176086,0.5333340167999268,589.3009610176086,0.5333340167999268,left-neut,left,1
Stim3_202,589.3342990875244,589.8343479633331,0.5000488758087158,,,,,
Stim3_203,589.8678741455078,590.7011239528656,0.8332498073577881,590.7011239528656,0.8332498073577881,left-inc,left,1
Stim3_204,590.7343239784241,591.2388110160828,0.5044870376586914,,,,,
Stim3_205,591.2723400592804,591.9344880580902,0.6621479988098145,591.9344880580902,0.6621479988098145,left-inc,left,1
Stim3_206,591.9676909446716,592.4678640365601,0.5001730918884277,,,,,
Stim3_207,592.5011870861053,593.1844611167908,0.6832740306854248,593.1844611167908,0.6832740306854248,right-inc,right,1
Stim3_208,593.2176959514618,593.7177340984344,0.5000381469726562,,,,,
Stim3_209,593.7511839866638,594.5012021064758,0.7500181198120117,594.5012021064758,0.7500181198120117,right-inc,right,1
Stim3_210,594.5343959331512,595.0344130992889,0.5000171661376953,,,,,
Stim3_211,595.067880153656,596.8679480552673,1.8000679016113281,596.8679480552673,1.8000679016113281,left-inc,left,1
Stim3_212,596.9011580944061,597.4177899360657,0.5166318416595459,,,,,
Stim3_213,597.4510490894318,598.1845710277557,0.7335219383239746,598.1845710277557,0.7335219383239746,left-con,left,1
Stim3_214,598.2177541255951,598.7177910804749,0.5000369548797607,,,,,
Stim3_215,598.7510931491852,599.4177680015564,0.6666748523712158,599.4177680015564,0.6666748523712158,right-neut,right,1
Stim3_216,599.4510951042175,599.955470085144,0.5043749809265137,,,,,
Stim3_217,599.9887630939484,600.567929983139,0.5791668891906738,600.567929983139,0.5791668891906738,right-con,right,1
Stim3_218,600.6011409759521,601.10116314888,0.5000221729278564,,,,,
Stim3_219,601.13454413414,601.6511340141296,0.516589879989624,601.6511340141296,0.516589879989624,right-con,right,1
Stim3_220,601.684492111206,602.1889009475708,0.5044088363647461,,,,,
Stim3_221,602.222293138504,602.9844689369202,0.7621757984161377,602.9844689369202,0.7621757984161377,left-con,left,1
Stim3_222,603.0178310871124,603.5178689956665,0.5000379085540771,,,,,
Stim3_223,603.5513100624084,604.5892109870911,1.0379009246826172,604.5892109870911,1.0379009246826172,left-inc,left,1
Stim3_224,604.6223969459534,605.1345629692078,0.5121660232543945,,,,,
Stim3_225,605.1678540706635,605.8012390136719,0.6333849430084229,605.8012390136719,0.6333849430084229,right-neut,right,1
Stim3_226,605.8345811367035,606.3345830440521,0.5000019073486328,,,,,
Stim3_227,606.36785197258,607.0058040618896,0.6379520893096924,607.0058040618896,0.6379520893096924,left-con,left,1
Stim3_228,607.0347249507904,607.5512759685516,0.5165510177612305,,,,,
Stim3_229,607.5846991539001,608.2512300014496,0.6665308475494385,608.2512300014496,0.6665308475494385,right-neut,right,1
Stim3_230,608.284567117691,608.7845849990845,0.5000178813934326,,,,,
Stim3_231,608.8221981525421,609.551383972168,0.7291858196258545,609.551383972168,0.7291858196258545,left-inc,left,1
Stim3_232,609.5845971107483,610.0845971107483,0.5,,,,,
Stim3_233,610.1180319786072,610.6679520606995,0.5499200820922852,610.6679520606995,0.5499200820922852,right-neut,right,1
Stim3_234,610.7012591362,611.205677986145,0.5044188499450684,,,,,
Stim3_235,611.2391619682312,611.7513279914856,0.5121660232543945,611.7513279914856,0.5121660232543945,left-con,left,1
Stim3_236,611.7846360206604,612.3013300895691,0.5166940689086914,,,,,
Stim3_237,612.3346490859985,612.9679839611053,0.6333348751068115,612.9679839611053,0.6333348751068115,left-neut,left,1
Stim3_238,613.0012850761414,613.505707025528,0.5044219493865967,,,,,
Stim3_239,613.5391490459442,614.2681031227112,0.7289540767669678,614.2681031227112,0.7289540767669678,left-inc,left,1
Stim3_0,614.3012690544128,614.8014950752258,0.5002260208129883,,,,,
FlankerEnd_0,614.8354420661926,619.3507919311523,4.515349864959717,619.3507919311523,4.515349864959717,,space,
